year,month,stateid,price,price-units
2023,09,IN,14.1,cents per kilowatt-hour
2023,09,IN,14.88,cents per kilowatt-hour
2023,09,IA,14.12,cents per kilowatt-hour
2023,09,IA,0.0,cents per kilowatt-hour
2023,09,KS,13.2,cents per kilowatt-hour
2023,09,KS,0.0,cents per kilowatt-hour
2023,05,US,16.14,cents per kilowatt-hour
2023,05,US,12.43,cents per kilowatt-hour
2023,08,CA,29.97,cents per kilowatt-hour
2023,08,CA,13.83,cents per kilowatt-hour
2023,08,CO,14.45,cents per kilowatt-hour
2023,08,CO,13.96,cents per kilowatt-hour
2023,08,CT,27.94,cents per kilowatt-hour
2023,08,CT,22.64,cents per kilowatt-hour
2023,08,DE,15.66,cents per kilowatt-hour
2023,08,DE,0.0,cents per kilowatt-hour
2023,08,DC,16.48,cents per kilowatt-hour
2023,08,DC,10.29,cents per kilowatt-hour
2023,08,FL,14.89,cents per kilowatt-hour
2023,08,FL,10.82,cents per kilowatt-hour
2023,08,GA,14.12,cents per kilowatt-hour
2023,08,GA,9.68,cents per kilowatt-hour
2023,08,HI,39.77,cents per kilowatt-hour
2023,08,HI,0.0,cents per kilowatt-hour
2023,11,AR,12.31,cents per kilowatt-hour
2023,11,AR,15.97,cents per kilowatt-hour
2023,11,CA,29.54,cents per kilowatt-hour
2023,11,CA,13.56,cents per kilowatt-hour
2023,11,CO,14.58,cents per kilowatt-hour
2023,11,CO,13.16,cents per kilowatt-hour
2023,11,CT,26.98,cents per kilowatt-hour
2023,11,CT,16.0,cents per kilowatt-hour
2023,11,DE,17.22,cents per kilowatt-hour
2023,11,DE,0.0,cents per kilowatt-hour
2023,11,DC,16.99,cents per kilowatt-hour
2023,11,DC,9.77,cents per kilowatt-hour
2023,11,FL,15.37,cents per kilowatt-hour
2023,11,FL,11.38,cents per kilowatt-hour
2023,11,GA,13.16,cents per kilowatt-hour
2023,11,GA,6.23,cents per kilowatt-hour
2023,11,HI,43.53,cents per kilowatt-hour
2023,11,HI,0.0,cents per kilowatt-hour
2023,11,ID,11.48,cents per kilowatt-hour
2023,11,ID,0.0,cents per kilowatt-hour
2023,11,IL,15.65,cents per kilowatt-hour
2023,11,IL,5.53,cents per kilowatt-hour
2023,09,KY,12.61,cents per kilowatt-hour
2023,09,KY,0.0,cents per kilowatt-hour
2023,08,ID,11.56,cents per kilowatt-hour
2023,08,ID,0.0,cents per kilowatt-hour
2023,08,IL,13.74,cents per kilowatt-hour
2023,08,IL,6.51,cents per kilowatt-hour
2023,08,IN,14.17,cents per kilowatt-hour
2023,08,IN,14.01,cents per kilowatt-hour
2023,08,IA,15.17,cents per kilowatt-hour
2023,08,IA,0.0,cents per kilowatt-hour
2023,08,KS,13.35,cents per kilowatt-hour
2023,08,KS,0.0,cents per kilowatt-hour
2023,08,KY,12.33,cents per kilowatt-hour
2023,08,KY,0.0,cents per kilowatt-hour
2023,08,LA,11.06,cents per kilowatt-hour
2023,08,LA,10.85,cents per kilowatt-hour
2023,08,AK,25.14,cents per kilowatt-hour
2023,08,AK,0.0,cents per kilowatt-hour
2023,03,SC,13.83,cents per kilowatt-hour
2023,03,SC,0.0,cents per kilowatt-hour
2023,03,SD,11.41,cents per kilowatt-hour
2023,03,SD,0.0,cents per kilowatt-hour
2023,03,TN,12.4,cents per kilowatt-hour
2023,03,TN,0.0,cents per kilowatt-hour
2023,03,TX,14.61,cents per kilowatt-hour
2023,07,MO,14.42,cents per kilowatt-hour
2023,07,MO,12.86,cents per kilowatt-hour
2023,07,MT,13.07,cents per kilowatt-hour
2023,07,MT,0.0,cents per kilowatt-hour
2023,07,NE,12.35,cents per kilowatt-hour
2023,07,NE,0.0,cents per kilowatt-hour
2023,07,NV,16.3,cents per kilowatt-hour
2023,07,NV,12.97,cents per kilowatt-hour
2023,07,NH,28.96,cents per kilowatt-hour
2023,07,NH,0.0,cents per kilowatt-hour
2023,07,NJ,18.42,cents per kilowatt-hour
2023,07,NJ,12.95,cents per kilowatt-hour
2023,07,NM,14.39,cents per kilowatt-hour
2023,07,NM,0.0,cents per kilowatt-hour
2023,10,AL,15.08,cents per kilowatt-hour
2023,10,AL,0.0,cents per kilowatt-hour
2023,10,AK,24.04,cents per kilowatt-hour
2023,10,AK,0.0,cents per kilowatt-hour
2023,10,AZ,14.53,cents per kilowatt-hour
2023,10,AZ,10.51,cents per kilowatt-hour
2023,11,IN,14.64,cents per kilowatt-hour
2023,11,IN,12.18,cents per kilowatt-hour
2023,11,IA,12.91,cents per kilowatt-hour
2023,11,IA,0.0,cents per kilowatt-hour
2023,11,KS,13.04,cents per kilowatt-hour
2023,11,KS,0.0,cents per kilowatt-hour
2023,06,WV,14.44,cents per kilowatt-hour
2023,06,WV,0.0,cents per kilowatt-hour
2023,06,WI,17.14,cents per kilowatt-hour
2023,06,WI,17.63,cents per kilowatt-hour
2023,06,WY,12.53,cents per kilowatt-hour
2023,06,WY,0.0,cents per kilowatt-hour
2023,06,NEW,28.34,cents per kilowatt-hour
2023,06,NEW,11.54,cents per kilowatt-hour
2023,06,MAT,19.57,cents per kilowatt-hour
2023,06,MAT,14.41,cents per kilowatt-hour
2023,06,ENC,16.37,cents per kilowatt-hour
2023,06,ENC,7.33,cents per kilowatt-hour
2023,06,WNC,14.16,cents per kilowatt-hour
2023,06,WNC,11.53,cents per kilowatt-hour
2023,06,SAT,14.7,cents per kilowatt-hour
2023,06,SAT,10.05,cents per kilowatt-hour
2023,06,ESC,13.24,cents per kilowatt-hour
2023,06,ESC,0.0,cents per kilowatt-hour
2023,06,WSC,13.63,cents per kilowatt-hour
2023,06,WSC,7.29,cents per kilowatt-hour
2023,06,MTN,14.17,cents per kilowatt-hour
2023,06,MTN,13.69,cents per kilowatt-hour
2023,06,PACC,23.63,cents per kilowatt-hour
2023,06,PACC,11.66,cents per kilowatt-hour
2023,06,PACN,35.02,cents per kilowatt-hour
2023,11,MD,17.38,cents per kilowatt-hour
2023,11,MD,11.71,cents per kilowatt-hour
2023,11,MA,28.41,cents per kilowatt-hour
2023,11,MA,6.6,cents per kilowatt-hour
2023,11,MI,18.59,cents per kilowatt-hour
2023,11,MI,14.35,cents per kilowatt-hour
2023,11,MN,14.52,cents per kilowatt-hour
2023,11,MN,12.34,cents per kilowatt-hour
2023,11,MS,13.5,cents per kilowatt-hour
2023,11,MS,0.0,cents per kilowatt-hour
2023,11,MO,11.98,cents per kilowatt-hour
2023,11,MO,8.97,cents per kilowatt-hour
2023,11,MT,12.58,cents per kilowatt-hour
2023,11,MT,0.0,cents per kilowatt-hour
2023,11,NE,11.26,cents per kilowatt-hour
2023,11,NE,0.0,cents per kilowatt-hour
2023,11,NV,17.11,cents per kilowatt-hour
2023,11,NV,12.21,cents per kilowatt-hour
2023,09,DE,15.81,cents per kilowatt-hour
2023,09,DE,0.0,cents per kilowatt-hour
2023,09,DC,16.29,cents per kilowatt-hour
2023,09,DC,9.21,cents per kilowatt-hour
2023,02,RI,15.84,cents per kilowatt-hour
2023,02,SC,14.06,cents per kilowatt-hour
2023,02,SC,0.0,cents per kilowatt-hour
2023,02,SD,11.46,cents per kilowatt-hour
2023,02,SD,0.0,cents per kilowatt-hour
2023,02,TN,12.54,cents per kilowatt-hour
2023,02,TN,0.0,cents per kilowatt-hour
2023,02,TX,14.72,cents per kilowatt-hour
2023,02,TX,6.99,cents per kilowatt-hour
2023,11,RI,29.78,cents per kilowatt-hour
2023,11,RI,16.52,cents per kilowatt-hour
2023,11,SC,13.76,cents per kilowatt-hour
2023,11,SC,0.0,cents per kilowatt-hour
2023,11,SD,12.21,cents per kilowatt-hour
2023,11,SD,0.0,cents per kilowatt-hour
2023,11,TN,12.6,cents per kilowatt-hour
2023,11,TN,0.0,cents per kilowatt-hour
2023,11,TX,14.79,cents per kilowatt-hour
2023,11,TX,7.6,cents per kilowatt-hour
2023,11,UT,11.05,cents per kilowatt-hour
2023,11,UT,12.16,cents per kilowatt-hour
2024,01,AL,14.4,cents per kilowatt-hour
2024,01,AL,0.0,cents per kilowatt-hour
2024,01,AK,23.78,cents per kilowatt-hour
2024,01,AK,0.0,cents per kilowatt-hour
2023,11,VT,21.57,cents per kilowatt-hour
2023,11,VT,0.0,cents per kilowatt-hour
2023,11,VA,13.93,cents per kilowatt-hour
2023,11,VA,9.97,cents per kilowatt-hour
2023,11,WA,11.07,cents per kilowatt-hour
2023,11,WA,10.02,cents per kilowatt-hour
2024,01,AZ,14.11,cents per kilowatt-hour
2024,01,AZ,9.95,cents per kilowatt-hour
2024,01,AR,11.24,cents per kilowatt-hour
2024,01,AR,12.7,cents per kilowatt-hour
2024,01,CA,29.49,cents per kilowatt-hour
2024,01,CA,17.06,cents per kilowatt-hour
2024,01,CO,14.26,cents per kilowatt-hour
2024,01,CO,9.99,cents per kilowatt-hour
2024,01,CT,27.4,cents per kilowatt-hour
2024,01,CT,18.36,cents per kilowatt-hour
2024,01,DE,15.59,cents per kilowatt-hour
2024,01,DE,0.0,cents per kilowatt-hour
2024,01,DC,16.89,cents per kilowatt-hour
2024,01,DC,9.86,cents per kilowatt-hour
2024,01,FL,14.79,cents per kilowatt-hour
2024,01,FL,11.82,cents per kilowatt-hour
2024,01,GA,12.34,cents per kilowatt-hour
2024,01,GA,6.29,cents per kilowatt-hour
2024,01,HI,44.28,cents per kilowatt-hour
2024,01,HI,0.0,cents per kilowatt-hour
2024,01,ID,10.79,cents per kilowatt-hour
2024,01,ID,0.0,cents per kilowatt-hour
2024,01,IL,15.03,cents per kilowatt-hour
2024,01,IL,10.41,cents per kilowatt-hour
2023,12,WV,13.35,cents per kilowatt-hour
2023,12,WV,0.0,cents per kilowatt-hour
2023,12,WI,16.58,cents per kilowatt-hour
2023,12,WI,17.48,cents per kilowatt-hour
2023,12,WY,11.32,cents per kilowatt-hour
2023,12,WY,0.0,cents per kilowatt-hour
2023,12,NEW,27.52,cents per kilowatt-hour
2023,12,NEW,12.72,cents per kilowatt-hour
2023,12,MAT,19.36,cents per kilowatt-hour
2023,12,MAT,13.77,cents per kilowatt-hour
2023,12,ENC,15.93,cents per kilowatt-hour
2023,12,ENC,7.43,cents per kilowatt-hour
2023,12,WNC,12.06,cents per kilowatt-hour
2023,12,WNC,9.58,cents per kilowatt-hour
2023,12,SAT,14.14,cents per kilowatt-hour
2023,12,SAT,10.25,cents per kilowatt-hour
2023,12,ESC,12.86,cents per kilowatt-hour
2023,12,ESC,0.0,cents per kilowatt-hour
2023,12,WSC,13.48,cents per kilowatt-hour
2023,12,WSC,9.11,cents per kilowatt-hour
2023,12,MTN,13.44,cents per kilowatt-hour
2023,12,MTN,12.12,cents per kilowatt-hour
2023,12,PACC,20.7,cents per kilowatt-hour
2023,12,PACC,12.54,cents per kilowatt-hour
2023,12,PACN,33.46,cents per kilowatt-hour
2023,12,PACN,0.0,cents per kilowatt-hour
2023,12,US,15.69,cents per kilowatt-hour
2023,12,US,12.34,cents per kilowatt-hour
2023,06,VA,15.13,cents per kilowatt-hour
2023,06,VA,10.49,cents per kilowatt-hour
2023,06,WA,11.21,cents per kilowatt-hour
2023,06,WA,9.95,cents per kilowatt-hour
2023,01,SAT,10.66,cents per kilowatt-hour
2023,01,ESC,12.95,cents per kilowatt-hour
2023,01,ESC,0.0,cents per kilowatt-hour
2023,01,WSC,13.38,cents per kilowatt-hour
2023,01,WSC,7.3,cents per kilowatt-hour
2023,01,MTN,12.81,cents per kilowatt-hour
2023,01,MTN,12.29,cents per kilowatt-hour
2023,01,PACC,19.48,cents per kilowatt-hour
2023,01,PACC,11.43,cents per kilowatt-hour
2023,01,PACN,33.38,cents per kilowatt-hour
2023,01,PACN,0.0,cents per kilowatt-hour
2023,01,US,15.47,cents per kilowatt-hour
2023,01,US,12.54,cents per kilowatt-hour
2023,02,AL,15.34,cents per kilowatt-hour
2023,02,AL,0.0,cents per kilowatt-hour
2023,02,AK,22.92,cents per kilowatt-hour
2023,02,AK,0.0,cents per kilowatt-hour
2023,02,AZ,13.12,cents per kilowatt-hour
2023,02,AZ,8.88,cents per kilowatt-hour
2023,02,AR,11.99,cents per kilowatt-hour
2023,02,AR,14.03,cents per kilowatt-hour
2023,02,CA,27.25,cents per kilowatt-hour
2023,02,CA,11.96,cents per kilowatt-hour
2023,02,CO,14.23,cents per kilowatt-hour
2023,02,CO,13.67,cents per kilowatt-hour
2023,02,CT,34.38,cents per kilowatt-hour
2023,02,CT,38.63,cents per kilowatt-hour
2023,02,DE,15.01,cents per kilowatt-hour
2023,02,DE,0.0,cents per kilowatt-hour
2024,01,PA,17.43,cents per kilowatt-hour
2024,01,PA,10.07,cents per kilowatt-hour
2024,01,RI,31.26,cents per kilowatt-hour
2024,01,RI,20.29,cents per kilowatt-hour
2024,01,SC,13.54,cents per kilowatt-hour
2024,01,SC,0.0,cents per kilowatt-hour
2024,01,SD,11.18,cents per kilowatt-hour
2024,01,SD,0.0,cents per kilowatt-hour
2024,01,TN,12.25,cents per kilowatt-hour
2024,01,TN,0.0,cents per kilowatt-hour
2024,01,TX,14.28,cents per kilowatt-hour
2024,01,TX,6.96,cents per kilowatt-hour
2024,01,UT,10.85,cents per kilowatt-hour
2024,01,UT,12.07,cents per kilowatt-hour
2024,01,VT,21.11,cents per kilowatt-hour
2024,01,VT,0.0,cents per kilowatt-hour
2024,01,VA,13.5,cents per kilowatt-hour
2024,01,VA,10.03,cents per kilowatt-hour
2024,01,WA,11.09,cents per kilowatt-hour
2024,01,WA,9.83,cents per kilowatt-hour
2024,01,WV,13.65,cents per kilowatt-hour
2024,01,WV,0.0,cents per kilowatt-hour
2024,01,WI,16.46,cents per kilowatt-hour
2024,01,WI,20.1,cents per kilowatt-hour
2024,01,WY,10.86,cents per kilowatt-hour
2024,01,WY,0.0,cents per kilowatt-hour
2023,04,NY,19.81,cents per kilowatt-hour
2023,04,NY,14.66,cents per kilowatt-hour
2023,04,NC,12.91,cents per kilowatt-hour
2023,04,NC,8.03,cents per kilowatt-hour
2023,04,ND,10.28,cents per kilowatt-hour
2023,04,ND,0.0,cents per kilowatt-hour
2023,04,OH,15.01,cents per kilowatt-hour
2023,04,OH,5.58,cents per kilowatt-hour
2023,04,OK,12.17,cents per kilowatt-hour
2023,04,OK,0.0,cents per kilowatt-hour
2023,04,OR,12.55,cents per kilowatt-hour
2023,04,OR,11.46,cents per kilowatt-hour
2023,04,PA,18.36,cents per kilowatt-hour
2023,04,PA,8.65,cents per kilowatt-hour
2024,01,NEW,27.36,cents per kilowatt-hour
2024,01,NEW,13.34,cents per kilowatt-hour
2024,01,MAT,19.68,cents per kilowatt-hour
2024,01,MAT,13.21,cents per kilowatt-hour
2024,01,ENC,15.75,cents per kilowatt-hour
2024,01,ENC,10.19,cents per kilowatt-hour
2023,04,KY,12.79,cents per kilowatt-hour
2023,04,KY,0.0,cents per kilowatt-hour
2023,04,LA,11.2,cents per kilowatt-hour
2023,04,LA,10.51,cents per kilowatt-hour
2023,04,ME,28.61,cents per kilowatt-hour
2023,04,ME,0.0,cents per kilowatt-hour
2023,04,MD,15.92,cents per kilowatt-hour
2023,04,MD,11.18,cents per kilowatt-hour
2023,04,MA,32.36,cents per kilowatt-hour
2023,04,MA,7.5,cents per kilowatt-hour
2023,04,MI,18.41,cents per kilowatt-hour
2023,04,MI,13.6,cents per kilowatt-hour
2023,04,MN,14.71,cents per kilowatt-hour
2023,04,MN,12.44,cents per kilowatt-hour
2023,04,MS,13.9,cents per kilowatt-hour
2023,04,MS,0.0,cents per kilowatt-hour
2023,04,MO,11.79,cents per kilowatt-hour
2023,04,MO,7.88,cents per kilowatt-hour
2023,04,MT,12.26,cents per kilowatt-hour
2023,04,MT,0.0,cents per kilowatt-hour
2023,04,NE,11.19,cents per kilowatt-hour
2023,04,NE,0.0,cents per kilowatt-hour
2023,04,NV,17.59,cents per kilowatt-hour
2023,04,NV,13.15,cents per kilowatt-hour
2023,04,NH,30.8,cents per kilowatt-hour
2023,04,NH,0.0,cents per kilowatt-hour
2023,04,NJ,17.37,cents per kilowatt-hour
2023,04,NJ,12.48,cents per kilowatt-hour
2023,04,NM,13.43,cents per kilowatt-hour
2023,04,NM,0.0,cents per kilowatt-hour
2023,09,ENC,7.19,cents per kilowatt-hour
2023,09,WNC,13.95,cents per kilowatt-hour
2023,09,WNC,13.01,cents per kilowatt-hour
2023,09,SAT,14.86,cents per kilowatt-hour
2023,09,SAT,9.94,cents per kilowatt-hour
2023,09,ESC,12.97,cents per kilowatt-hour
2023,09,ESC,0.0,cents per kilowatt-hour
2023,09,WSC,13.96,cents per kilowatt-hour
2023,09,WSC,7.68,cents per kilowatt-hour
2023,09,MTN,14.34,cents per kilowatt-hour
2023,09,MTN,13.87,cents per kilowatt-hour
2023,09,PACC,24.29,cents per kilowatt-hour
2023,09,PACC,14.61,cents per kilowatt-hour
2023,09,PACN,34.92,cents per kilowatt-hour
2023,09,PACN,0.0,cents per kilowatt-hour
2024,01,WNC,11.81,cents per kilowatt-hour
2024,01,WNC,9.16,cents per kilowatt-hour
2024,01,SAT,13.95,cents per kilowatt-hour
2024,01,SAT,10.05,cents per kilowatt-hour
2024,01,ESC,12.95,cents per kilowatt-hour
2024,01,ESC,0.0,cents per kilowatt-hour
2024,01,WSC,13.11,cents per kilowatt-hour
2024,01,WSC,8.37,cents per kilowatt-hour
2024,01,MTN,13.33,cents per kilowatt-hour
2024,01,MTN,10.72,cents per kilowatt-hour
2024,01,PACC,21.11,cents per kilowatt-hour
2024,01,PACC,16.01,cents per kilowatt-hour
2024,01,PACN,34.01,cents per kilowatt-hour
2024,01,PACN,0.0,cents per kilowatt-hour
2024,01,US,15.47,cents per kilowatt-hour
2024,01,US,12.64,cents per kilowatt-hour
2023,09,US,16.27,cents per kilowatt-hour
2023,09,US,14.45,cents per kilowatt-hour
2023,12,SC,13.26,cents per kilowatt-hour
2023,12,SC,0.0,cents per kilowatt-hour
2023,12,SD,11.8,cents per kilowatt-hour
2023,12,SD,0.0,cents per kilowatt-hour
2023,12,TN,12.11,cents per kilowatt-hour
2023,12,TN,0.0,cents per kilowatt-hour
2023,12,TX,14.64,cents per kilowatt-hour
2023,12,TX,8.97,cents per kilowatt-hour
2023,12,UT,10.87,cents per kilowatt-hour
2023,12,UT,12.08,cents per kilowatt-hour
2024,01,ME,25.92,cents per kilowatt-hour
2024,01,ME,0.0,cents per kilowatt-hour
2024,01,MD,17.5,cents per kilowatt-hour
2024,01,MD,11.19,cents per kilowatt-hour
2024,01,MA,28.39,cents per kilowatt-hour
2024,01,MA,9.83,cents per kilowatt-hour
2024,01,MI,18.34,cents per kilowatt-hour
2024,01,MI,13.78,cents per kilowatt-hour
2024,01,MN,14.04,cents per kilowatt-hour
2024,01,MN,11.31,cents per kilowatt-hour
2024,01,MS,12.72,cents per kilowatt-hour
2024,01,MS,0.0,cents per kilowatt-hour
2024,01,MO,11.06,cents per kilowatt-hour
2024,01,MO,7.7,cents per kilowatt-hour
2024,01,MT,11.98,cents per kilowatt-hour
2024,01,MT,0.0,cents per kilowatt-hour
2024,01,NE,9.85,cents per kilowatt-hour
2024,01,NE,0.0,cents per kilowatt-hour
2024,01,NV,16.38,cents per kilowatt-hour
2024,01,NV,11.88,cents per kilowatt-hour
2024,01,NH,25.11,cents per kilowatt-hour
2024,01,NH,0.0,cents per kilowatt-hour
2024,01,NJ,17.97,cents per kilowatt-hour
2024,01,NJ,11.59,cents per kilowatt-hour
2024,01,NM,13.76,cents per kilowatt-hour
2024,01,NM,0.0,cents per kilowatt-hour
2024,01,NY,23.54,cents per kilowatt-hour
2024,01,NY,14.11,cents per kilowatt-hour
2024,01,NC,13.05,cents per kilowatt-hour
2024,01,NC,8.97,cents per kilowatt-hour
2024,01,ND,9.88,cents per kilowatt-hour
2024,01,ND,0.0,cents per kilowatt-hour
2024,01,OH,15.69,cents per kilowatt-hour
2024,01,OH,6.59,cents per kilowatt-hour
2024,01,OK,10.62,cents per kilowatt-hour
2024,01,OK,0.0,cents per kilowatt-hour
2024,01,OR,13.84,cents per kilowatt-hour
2024,01,OR,12.19,cents per kilowatt-hour
2023,09,ENC,15.99,cents per kilowatt-hour
2023,01,AL,14.41,cents per kilowatt-hour
2023,01,AL,0.0,cents per kilowatt-hour
2023,07,AL,14.48,cents per kilowatt-hour
2023,07,AL,0.0,cents per kilowatt-hour
2023,07,AK,24.96,cents per kilowatt-hour
2023,07,AK,0.0,cents per kilowatt-hour
2023,07,AZ,14.13,cents per kilowatt-hour
2023,07,AZ,11.25,cents per kilowatt-hour
2023,07,AR,12.53,cents per kilowatt-hour
2023,07,AR,16.13,cents per kilowatt-hour
2023,07,CA,29.46,cents per kilowatt-hour
2023,07,CA,13.2,cents per kilowatt-hour
2023,07,CO,14.14,cents per kilowatt-hour
2023,07,CO,14.15,cents per kilowatt-hour
2023,07,CT,26.63,cents per kilowatt-hour
2023,07,CT,22.48,cents per kilowatt-hour
2023,07,DE,15.09,cents per kilowatt-hour
2023,07,DE,0.0,cents per kilowatt-hour
2023,07,DC,16.61,cents per kilowatt-hour
2023,07,DC,9.19,cents per kilowatt-hour
2023,07,FL,14.94,cents per kilowatt-hour
2023,07,FL,11.16,cents per kilowatt-hour
2023,07,GA,14.33,cents per kilowatt-hour
2023,07,GA,8.39,cents per kilowatt-hour
2023,07,HI,39.7,cents per kilowatt-hour
2023,07,HI,0.0,cents per kilowatt-hour
2023,07,ID,11.76,cents per kilowatt-hour
2023,07,ID,0.0,cents per kilowatt-hour
2023,07,IL,14.81,cents per kilowatt-hour
2023,07,IL,6.78,cents per kilowatt-hour
2023,07,IN,14.47,cents per kilowatt-hour
2023,07,IN,10.62,cents per kilowatt-hour
2023,07,IA,15.17,cents per kilowatt-hour
2023,07,IA,0.0,cents per kilowatt-hour
2023,07,KS,13.48,cents per kilowatt-hour
2023,07,KS,0.0,cents per kilowatt-hour
2023,07,KY,12.51,cents per kilowatt-hour
2023,07,KY,0.0,cents per kilowatt-hour
